risk_score,risk_level,ml_contribution,anomaly_contribution,rule_contribution,ml_fraud_prob,is_flagged,risk_factors,isFraud
35.2,LOW,0.1,5.1,30,0.0019,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.18,LOW,0.01,6.17,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.35,LOW,0.28,5.07,30,0.0056,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.63,LOW,0.01,5.62,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.7,LOW,0.26,5.44,30,0.0052,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.39,LOW,0.0,6.39,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.61,LOW,0.08,5.53,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.42,LOW,0.01,5.42,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.09,LOW,0.0,5.09,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.24,LOW,0.0,6.24,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.26,LOW,0.0,5.26,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.2,LOW,0.06,6.15,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.61,LOW,0.08,6.53,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.67,LOW,0.08,5.59,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.29,LOW,0.45,4.84,30,0.009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.72,LOW,0.0,8.72,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
35.41,LOW,0.01,5.41,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.62,LOW,0.01,5.61,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.95,LOW,0.26,7.69,0,0.0052,False,[],0
35.52,LOW,0.32,5.2,30,0.0065,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.83,LOW,0.0,5.83,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.12,LOW,0.0,5.12,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.59,LOW,0.16,5.43,30,0.0032,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.07,LOW,0.72,5.35,30,0.0143,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.79,LOW,0.01,5.78,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.24,LOW,0.0,5.24,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.91,LOW,0.0,7.91,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
36.47,LOW,0.0,6.47,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.02,LOW,0.0,5.02,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.96,LOW,0.62,5.35,30,0.0123,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.56,LOW,0.01,5.55,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.49,LOW,0.0,6.49,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
14.65,LOW,0.25,7.4,7,0.0051,False,['Destination had zero balance'],0
35.47,LOW,0.0,5.47,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.72,LOW,0.0,6.72,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.77,LOW,0.01,5.76,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.18,LOW,0.01,6.17,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.84,LOW,0.0,5.84,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.88,LOW,0.0,5.88,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.52,LOW,0.08,5.44,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.7,LOW,0.0,5.7,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.75,LOW,0.0,6.75,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.41,LOW,0.0,5.41,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.04,LOW,0.01,5.03,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.41,LOW,0.19,6.22,30,0.0038,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.27,LOW,0.09,5.19,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.64,LOW,0.12,5.52,30,0.0024,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.48,LOW,0.0,6.48,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.84,LOW,0.0,5.84,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
15.32,LOW,0.0,8.32,7,0.0,False,['Destination had zero balance'],0
35.63,LOW,0.41,5.21,30,0.0082,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
14.68,LOW,0.0,7.68,7,0.0,False,['Destination had zero balance'],0
38.97,LOW,0.12,8.86,30,0.0023,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
6.75,LOW,0.03,6.73,0,0.0005,False,[],0
35.75,LOW,0.01,5.74,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.1,LOW,0.08,5.01,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.72,LOW,0.01,5.71,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.45,LOW,0.0,6.45,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
34.98,LOW,0.16,4.82,30,0.0032,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
34.93,LOW,0.03,4.9,30,0.0006,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.26,LOW,0.17,5.1,30,0.0034,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.08,LOW,0.0,5.08,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.37,LOW,0.37,5.0,30,0.0073,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.73,LOW,0.0,5.73,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
34.97,LOW,0.16,4.81,30,0.0032,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.22,LOW,0.0,7.22,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.03,LOW,0.0,5.03,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.31,LOW,0.01,5.3,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.57,LOW,0.16,5.41,30,0.0032,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.93,LOW,0.0,6.93,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.85,LOW,0.0,5.85,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.83,LOW,0.07,6.75,30,0.0014,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.23,LOW,0.08,8.14,30,0.0017,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
37.97,LOW,0.0,7.97,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
35.64,LOW,0.05,5.59,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
37.38,LOW,0.01,7.37,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Both balances zero post-transaction']",0
36.01,LOW,0.0,6.01,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.32,LOW,0.01,6.32,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.1,LOW,0.0,5.1,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.66,LOW,0.01,5.65,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.81,LOW,0.0,8.81,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
36.94,LOW,0.0,6.94,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.4,LOW,0.0,7.4,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.82,LOW,0.0,5.82,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.56,LOW,0.0,5.56,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.15,LOW,0.74,5.41,30,0.0148,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
6.87,LOW,0.08,6.79,0,0.0016,False,[],0
35.84,LOW,0.01,5.83,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.94,LOW,0.0,8.94,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
35.15,LOW,0.0,5.15,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.52,LOW,0.15,5.37,30,0.003,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.97,LOW,0.0,6.97,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.02,LOW,0.08,4.93,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.71,LOW,0.09,5.61,30,0.0019,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.65,LOW,0.06,5.59,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.05,LOW,0.2,4.86,30,0.004,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.09,LOW,0.01,7.09,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Both balances zero post-transaction']",0
35.41,LOW,0.0,5.41,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
39.52,LOW,0.0,9.52,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
7.96,LOW,0.16,7.81,0,0.0031,False,[],0
7.27,LOW,0.08,7.19,0,0.0017,False,[],0
35.71,LOW,0.0,5.71,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.55,LOW,0.01,5.54,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.88,LOW,0.2,5.68,30,0.0039,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.13,LOW,0.0,8.13,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.09,LOW,0.0,6.09,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.09,LOW,0.01,6.08,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.73,LOW,0.01,6.72,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.27,LOW,0.0,5.27,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.4,LOW,0.0,5.4,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.15,LOW,0.0,7.15,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.39,LOW,0.01,5.39,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.54,LOW,0.32,5.22,30,0.0065,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.77,LOW,0.0,6.77,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.64,LOW,0.11,5.53,30,0.0021,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.48,LOW,0.4,5.09,30,0.0079,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.58,LOW,0.37,7.21,0,0.0073,False,[],0
35.19,LOW,0.0,5.19,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.13,LOW,0.0,6.13,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.65,LOW,0.51,5.14,30,0.0103,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.22,LOW,0.13,5.1,30,0.0025,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.2,LOW,0.06,6.15,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.88,LOW,0.0,5.88,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.1,LOW,0.0,6.1,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.54,LOW,0.0,6.54,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.84,LOW,0.01,5.83,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.21,LOW,0.1,5.11,30,0.0019,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.18,LOW,0.1,6.08,30,0.002,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
34.93,LOW,0.08,4.85,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.67,LOW,0.06,5.61,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.79,LOW,0.26,5.53,30,0.0053,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.59,LOW,0.01,5.58,30,0.0002,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.21,LOW,0.01,5.2,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.86,LOW,0.0,5.86,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
34.96,LOW,0.16,4.8,30,0.0032,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.27,LOW,0.0,7.27,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.31,LOW,0.13,5.19,30,0.0026,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.67,LOW,0.05,5.62,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.39,LOW,0.23,5.16,30,0.0045,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.91,LOW,0.06,8.85,30,0.0012,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance', 'Very large transaction (>Rs.1M)']",0
35.35,LOW,0.0,5.35,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.27,LOW,0.25,5.02,30,0.005,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
14.05,LOW,0.18,6.87,7,0.0035,False,['Destination had zero balance'],0
35.01,LOW,0.0,5.01,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.31,LOW,0.0,5.31,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
6.7,LOW,0.0,6.7,0,0.0,False,[],0
37.01,LOW,0.0,7.01,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.34,LOW,0.0,6.34,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.13,LOW,0.0,6.13,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.19,LOW,0.0,6.19,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.18,LOW,0.08,5.1,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.12,LOW,0.0,5.12,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.68,LOW,0.03,5.65,30,0.0006,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.17,LOW,0.08,5.08,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.15,LOW,0.0,7.15,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.88,LOW,0.43,5.45,30,0.0086,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.19,LOW,0.0,6.19,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.22,LOW,0.0,5.22,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.17,LOW,0.01,6.16,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.25,LOW,0.01,6.25,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
6.11,LOW,0.08,6.03,0,0.0017,False,[],0
36.57,LOW,0.0,6.57,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.62,LOW,0.0,7.62,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.68,LOW,0.01,5.67,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.8,LOW,0.06,5.75,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.81,LOW,0.06,5.75,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
6.92,LOW,0.24,6.68,0,0.0048,False,[],0
36.0,LOW,0.0,6.0,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.29,LOW,0.06,5.23,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.51,LOW,0.55,4.96,30,0.0109,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.66,LOW,0.0,5.66,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.06,LOW,0.01,5.05,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.19,LOW,0.21,4.98,30,0.0042,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.48,LOW,0.01,6.47,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.73,LOW,0.0,6.73,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
8.32,LOW,0.19,8.13,0,0.0039,False,[],0
37.11,LOW,0.0,7.11,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.32,LOW,0.1,5.22,30,0.0021,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.96,LOW,0.0,5.96,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.87,LOW,0.0,5.87,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
34.91,LOW,0.1,4.8,30,0.0021,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.21,LOW,0.0,6.21,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.71,LOW,0.01,5.7,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.75,LOW,0.06,5.69,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.74,LOW,0.17,7.58,30,0.0033,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.67,LOW,0.17,8.5,30,0.0033,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
36.47,LOW,0.16,6.3,30,0.0032,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.49,LOW,0.0,5.49,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.06,LOW,0.16,4.91,30,0.0031,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.86,LOW,0.0,5.86,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.0,LOW,0.08,4.92,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.57,LOW,0.01,7.56,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
6.77,LOW,0.02,6.75,0,0.0005,False,[],0
35.14,LOW,0.08,5.05,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.47,LOW,0.49,4.98,30,0.0099,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.26,LOW,0.0,5.26,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.69,LOW,0.0,5.69,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.39,LOW,0.0,7.39,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.88,LOW,0.01,5.87,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.38,LOW,0.06,6.32,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.17,LOW,0.01,6.16,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.26,LOW,0.17,5.1,30,0.0034,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.71,LOW,0.05,6.66,30,0.001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.73,LOW,0.0,8.73,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
35.8,LOW,0.0,5.8,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.48,LOW,0.0,6.48,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.24,LOW,0.01,5.23,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.11,LOW,0.1,5.01,30,0.002,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.91,LOW,0.01,5.9,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.24,LOW,0.04,5.2,30,0.0008,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
8.71,LOW,0.02,8.69,0,0.0005,False,[],0
35.63,LOW,0.01,5.62,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
15.37,LOW,0.17,8.2,7,0.0034,False,['Destination had zero balance'],0
37.67,LOW,0.0,7.67,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.5,LOW,0.0,6.5,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
